;material;qtd_loja;qtd_vendas;porcentagem;status
911;4001111;0;3;0.0;
912;4001112;0;4;0.0;
913;4001113;0;1;0.0;
907;4001106;0;1;0.0;
915;4001116;0;7;0.0;
905;4001104;0;2;0.0;
917;4001118;0;1;0.0;
904;4001103;0;5;0.0;
902;4001101;0;8;0.0;
901;4001100;0;3;0.0;
922;4001125;0;2;0.0;
934;4001143;0;1;0.0;
923;4001126;0;3;0.0;
899;4001096;0;2;0.0;
897;4001093;0;2;0.0;
896;4001092;0;5;0.0;
895;4001091;0;0;0.0;
928;4001136;0;0;0.0;
929;4001137;0;2;0.0;
930;4001138;0;1;0.0;
894;4001090;0;1;0.0;
932;4001140;0;6;0.0;
933;4001141;0;5;0.0;
963;4001180;0;5;0.0;
965;4001182;0;2;0.0;
864;4001046;0;2;0.0;
882;4001074;0;11;0.0;
874;4001059;0;2;0.0;
873;4001058;0;2;0.0;
997;4001220;0;3;0.0;
998;4001221;0;5;0.0;
999;4001222;0;0;0.0;
1000;4001223;0;2;0.0;
872;4001057;0;6;0.0;
1002;4001225;0;2;0.0;
1003;4001226;0;5;0.0;
1004;4001227;0;0;0.0;
1005;4001228;0;0;0.0;
1006;4001229;0;0;0.0;
871;4001056;0;1;0.0;
870;4001055;0;18;0.0;
869;4001054;0;5;0.0;
1010;4001233;0;1;0.0;
1011;4001234;0;3;0.0;
868;4001053;0;1;0.0;
1013;4001236;0;3;0.0;
1014;4001237;0;9;0.0;
1015;4001238;0;1;0.0;
1016;4001239;0;2;0.0;
866;4001048;0;3;0.0;
1018;4001241;0;1;0.0;
865;4001047;0;2;0.0;
876;4001063;0;19;0.0;
993;4001216;0;9;0.0;
878;4001066;0;1;0.0;
978;4001199;0;0;0.0;
967;4001184;0;3;0.0;
968;4001185;0;1;0.0;
969;4001188;0;4;0.0;
970;4001189;0;1;0.0;
971;4001190;0;2;0.0;
972;4001192;0;4;0.0;
973;4001193;0;8;0.0;
974;4001194;0;0;0.0;
975;4001195;0;2;0.0;
976;4001197;0;9;0.0;
880;4001071;0;0;0.0;
979;4001200;0;1;0.0;
991;4001213;0;3;0.0;
980;4001201;0;0;0.0;
981;4001202;0;0;0.0;
982;4001203;0;0;0.0;
983;4001205;0;2;0.0;
984;4001206;0;5;0.0;
985;4001207;0;6;0.0;
879;4001070;0;0;0.0;
987;4001209;0;3;0.0;
988;4001210;0;7;0.0;
989;4001211;0;3;0.0;
990;4001212;0;1;0.0;
804;4000961;0;0;0.0;
1136;4001381;0;9;0.0;
1366;4001687;0;13;0.0;
1309;4001600;0;2;0.0;
1282;4001555;0;3;0.0;
1283;4001556;0;2;0.0;
1284;4001557;0;3;0.0;
1285;4001558;0;3;0.0;
1286;4001559;0;6;0.0;
1287;4001560;0;2;0.0;
1288;4001561;0;0;0.0;
759;4000902;0;4;0.0;
1290;4001566;0;2;0.0;
1291;4001567;0;2;0.0;
758;4000901;0;2;0.0;
1293;4001569;0;8;0.0;
757;4000900;0;12;0.0;
1296;4001573;0;0;0.0;
1297;4001574;0;3;0.0;
1298;4001578;0;4;0.0;
1299;4001589;0;8;0.0;
1300;4001590;0;2;0.0;
1301;4001591;0;0;0.0;
1302;4001593;0;0;0.0;
1303;4001594;0;3;0.0;
1304;4001595;0;9;0.0;
1305;4001596;0;3;0.0;
1306;4001597;0;17;0.0;
1307;4001598;0;4;0.0;
1281;4001554;0;13;0.0;
760;4000903;0;1;0.0;
1279;4001552;0;0;0.0;
1265;4001536;0;23;0.0;
1254;4001523;0;3;0.0;
1255;4001525;0;1;0.0;
1256;4001526;0;1;0.0;
762;4000905;0;14;0.0;
1258;4001528;0;28;0.0;
761;4000904;0;2;0.0;
1260;4001531;0;18;0.0;
1261;4001532;0;18;0.0;
1262;4001533;0;168;0.0;
1263;4001534;0;24;0.0;
1264;4001535;0;25;0.0;
1266;4001537;0;6;0.0;
1278;4001551;0;18;0.0;
1267;4001538;0;11;0.0;
1268;4001539;0;5;0.0;
1269;4001540;0;4;0.0;
1270;4001542;0;1;0.0;
1271;4001543;0;3;0.0;
1272;4001544;0;8;0.0;
1273;4001545;0;4;0.0;
1274;4001546;0;20;0.0;
1275;4001547;0;12;0.0;
1276;4001549;0;17;0.0;
1277;4001550;0;45;0.0;
756;4000899;0;7;0.0;
1310;4001601;0;0;0.0;
1252;4001521;0;1;0.0;
1311;4001602;0;3;0.0;
1341;4001653;0;1;0.0;
1342;4001654;0;3;0.0;
1343;4001655;0;10;0.0;
1344;4001656;0;6;0.0;
1345;4001657;0;4;0.0;
1346;4001658;0;3;0.0;
1347;4001659;0;1;0.0;
1348;4001660;0;2;0.0;
1349;4001663;0;0;0.0;
1350;4001664;0;0;0.0;
1351;4001665;0;0;0.0;
1352;4001666;0;1;0.0;
1353;4001669;0;1;0.0;
1354;4001672;0;6;0.0;
1355;4001673;0;6;0.0;
1356;4001675;0;12;0.0;
1357;4001676;0;0;0.0;
1358;4001678;0;0;0.0;
751;4000894;0;5;0.0;
1360;4001680;0;0;0.0;
1361;4001681;0;2;0.0;
750;4000893;0;5;0.0;
1363;4001684;0;1;0.0;
1364;4001685;0;0;0.0;
1365;4001686;0;0;0.0;
1340;4001652;0;17;0.0;
1339;4001651;0;3;0.0;
1338;4001650;0;1;0.0;
1324;4001630;0;8;0.0;
1312;4001603;0;2;0.0;
1313;4001604;0;5;0.0;
755;4000898;0;0;0.0;
1315;4001608;0;6;0.0;
1316;4001609;0;3;0.0;
1317;4001610;0;5;0.0;
1319;4001621;0;1;0.0;
754;4000897;0;0;0.0;
1321;4001626;0;7;0.0;
1322;4001627;0;17;0.0;
1323;4001629;0;4;0.0;
1325;4001633;0;5;0.0;
1337;4001649;0;1;0.0;
1326;4001634;0;2;0.0;
1327;4001635;0;3;0.0;
1328;4001636;0;3;0.0;
1329;4001637;0;0;0.0;
1330;4001638;0;3;0.0;
1331;4001639;0;0;0.0;
753;4000896;0;3;0.0;
1333;4001643;0;2;0.0;
1334;4001645;0;1;0.0;
1335;4001647;0;2;0.0;
752;4000895;0;5;0.0;
1253;4001522;0;0;0.0;
763;4000906;0;26;0.0;
803;4000960;0;3;0.0;
1193;4001453;0;48;0.0;
1166;4001417;0;0;0.0;
1167;4001419;0;1;0.0;
796;4000946;0;2;0.0;
795;4000945;0;2;0.0;
1170;4001422;0;0;0.0;
794;4000944;0;1;0.0;
1172;4001426;0;12;0.0;
1174;4001428;0;3;0.0;
1175;4001429;0;1;0.0;
1176;4001432;0;13;0.0;
792;4000942;0;0;0.0;
1178;4001434;0;0;0.0;
1179;4001435;0;0;0.0;
1180;4001437;0;7;0.0;
1181;4001438;0;5;0.0;
1182;4001439;0;26;0.0;
1183;4001443;0;1;0.0;
791;4000941;0;6;0.0;
1185;4001445;0;26;0.0;
1186;4001446;0;2;0.0;
1187;4001447;0;6;0.0;
790;4000940;0;2;0.0;
1189;4001449;0;1;0.0;
789;4000939;0;3;0.0;
1191;4001451;0;10;0.0;
797;4000947;0;1;0.0;
1164;4001415;0;7;0.0;
1163;4001414;0;4;0.0;
802;4000959;0;2;0.0;
1138;4001383;0;6;0.0;
1139;4001388;0;1;0.0;
1140;4001389;0;115;0.0;
1141;4001390;0;9;0.0;
1142;4001391;0;30;0.0;
1143;4001392;0;0;0.0;
1144;4001393;0;0;0.0;
1145;4001394;0;0;0.0;
1146;4001395;0;1;0.0;
1147;4001396;0;2;0.0;
1148;4001397;0;10;0.0;
801;4000957;0;3;0.0;
1162;4001413;0;5;0.0;
800;4000954;0;2;0.0;
1152;4001401;0;0;0.0;
799;4000953;0;0;0.0;
1154;4001403;0;6;0.0;
1155;4001405;0;2;0.0;
1156;4001406;0;4;0.0;
1157;4001407;0;7;0.0;
798;4000948;0;0;0.0;
1159;4001409;0;3;0.0;
1160;4001410;0;5;0.0;
1161;4001412;0;3;0.0;
782;4000930;0;10;0.0;
781;4000929;0;2;0.0;
1250;4001519;0;0;0.0;
1195;4001455;0;1;0.0;
774;4000922;0;9;0.0;
1226;4001491;0;21;0.0;
773;4000921;0;1;0.0;
1228;4001493;0;1;0.0;
772;4000919;0;1;0.0;
1230;4001496;0;0;0.0;
1231;4001497;0;6;0.0;
1232;4001498;0;0;0.0;
768;4000911;0;0;0.0;
1234;4001500;0;15;0.0;
1235;4001501;0;6;0.0;
1236;4001502;0;22;0.0;
767;4000910;0;9;0.0;
766;4000909;0;7;0.0;
765;4000908;0;17;0.0;
1240;4001507;0;-2;-0.0;
1241;4001508;0;2;0.0;
1242;4001509;0;4;0.0;
1243;4001510;0;14;0.0;
1244;4001511;0;39;0.0;
1245;4001512;0;0;0.0;
1246;4001514;0;0;0.0;
764;4000907;0;15;0.0;
1248;4001516;0;9;0.0;
1249;4001517;0;3;0.0;
1224;4001489;0;1;0.0;
1223;4001488;0;5;0.0;
1222;4001486;0;10;0.0;
1208;4001471;0;1;0.0;
1196;4001457;0;3;0.0;
780;4000928;0;1;0.0;
1198;4001459;0;8;0.0;
1199;4001460;0;0;0.0;
1200;4001461;0;3;0.0;
1201;4001462;0;2;0.0;
1202;4001464;0;2;0.0;
1203;4001465;0;2;0.0;
1204;4001466;0;16;0.0;
1205;4001467;0;0;0.0;
1207;4001469;0;2;0.0;
1209;4001472;0;12;0.0;
775;4000923;0;4;0.0;
1210;4001473;0;0;0.0;
1211;4001474;0;1;0.0;
1212;4001475;0;13;0.0;
1213;4001476;0;6;0.0;
778;4000926;0;45;0.0;
1215;4001478;0;3;0.0;
777;4000925;0;1;0.0;
1217;4001481;0;13;0.0;
1218;4001482;0;2;0.0;
1219;4001483;0;5;0.0;
1220;4001484;0;3;0.0;
1828;4002453;0;0;0.0;
1830;4002456;0;1;0.0;
2754;4004425;0;4;0.0;
423;4000494;0;1;0.0;
2441;4003765;0;0;0.0;
2442;4003766;0;0;0.0;
2443;4003767;0;0;0.0;
2444;4003768;0;0;0.0;
422;4000493;0;0;0.0;
421;4000492;0;1;0.0;
2447;4003772;0;0;0.0;
420;4000491;0;0;0.0;
419;4000489;0;9;0.0;
2450;4003775;0;0;0.0;
2451;4003776;0;0;0.0;
2452;4003777;0;1;0.0;
2453;4003780;0;0;0.0;
418;4000488;0;25;0.0;
417;4000487;0;10;0.0;
2456;4003783;0;0;0.0;
2457;4003784;0;0;0.0;
2458;4003787;0;1;0.0;
2459;4003788;0;0;0.0;
2460;4003790;0;1;0.0;
2461;4003791;0;0;0.0;
2462;4003793;0;0;0.0;
2463;4003794;0;0;0.0;
2464;4003795;0;0;0.0;
2465;4003796;0;0;0.0;
2440;4003764;0;0;0.0;
428;4000500;0;0;0.0;
1831;4002457;0;4;0.0;
429;4000501;0;4;0.0;
2412;4003733;0;6;0.0;
2413;4003734;0;0;0.0;
2414;4003735;0;0;0.0;
2415;4003736;0;0;0.0;
433;4000506;0;1;0.0;
2417;4003739;0;0;0.0;
2418;4003740;0;0;0.0;
2419;4003741;0;0;0.0;
2420;4003742;0;0;0.0;
2421;4003743;0;0;0.0;
432;4000505;0;22;0.0;
431;4000503;0;0;0.0;
2424;4003748;0;0;0.0;
2425;4003749;0;0;0.0;
2426;4003750;0;0;0.0;
2427;4003751;0;0;0.0;
2428;4003752;0;0;0.0;
2429;4003753;0;2;0.0;
2430;4003754;0;0;0.0;
2431;4003755;0;0;0.0;
2432;4003756;0;6;0.0;
2433;4003757;0;0;0.0;
2434;4003758;0;0;0.0;
2435;4003759;0;0;0.0;
430;4000502;0;9;0.0;
2466;4003797;0;0;0.0;
2467;4003798;0;1;0.0;
2468;4003799;0;0;0.0;
2469;4003800;0;0;0.0;
2499;4003849;0;13;0.0;
408;4000478;0;1;0.0;
2501;4003851;0;0;0.0;
407;4000477;0;4;0.0;
2503;4003853;0;0;0.0;
406;4000476;0;0;0.0;
2505;4003857;0;4;0.0;
405;4000475;0;1;0.0;
404;4000474;0;1;0.0;
2508;4003880;0;0;0.0;
2509;4003890;0;10;0.0;
403;4000473;0;2;0.0;
402;4000472;0;0;0.0;
2512;4003912;0;0;0.0;
2513;4003913;0;5;0.0;
2514;4003915;0;9;0.0;
2515;4003916;0;0;0.0;
400;4000470;0;10;0.0;
2517;4003918;0;4;0.0;
398;4000468;0;4;0.0;
2519;4003920;0;9;0.0;
397;4000467;0;0;0.0;
2521;4003930;0;3;0.0;
2522;4003931;0;3;0.0;
2523;4003940;0;1;0.0;
2498;4003848;0;2;0.0;
2497;4003847;0;1;0.0;
2496;4003846;0;0;0.0;
2481;4003823;0;0;0.0;
2470;4003801;0;0;0.0;
416;4000486;0;7;0.0;
2472;4003812;0;1;0.0;
2473;4003813;0;2;0.0;
2474;4003814;0;8;0.0;
415;4000485;0;3;0.0;
414;4000484;0;9;0.0;
2477;4003817;0;0;0.0;
2478;4003818;0;0;0.0;
2479;4003819;0;3;0.0;
2480;4003822;0;2;0.0;
413;4000483;0;4;0.0;
2495;4003845;0;2;0.0;
2483;4003826;0;5;0.0;
412;4000482;0;2;0.0;
2485;4003829;0;2;0.0;
2486;4003830;0;2;0.0;
411;4000481;0;3;0.0;
2488;4003832;0;143;0.0;
2490;4003837;0;3;0.0;
2491;4003839;0;0;0.0;
2492;4003840;0;1;0.0;
2493;4003841;0;2;0.0;
2494;4003844;0;3;0.0;
2411;4003732;0;0;0.0;
2409;4003730;0;0;0.0;
2408;4003729;0;0;0.0;
2347;4003656;0;3;0.0;
2321;4003612;0;9;0.0;
2322;4003613;0;0;0.0;
453;4000528;0;2;0.0;
2324;4003615;0;0;0.0;
2325;4003616;0;0;0.0;
2326;4003617;0;4;0.0;
2327;4003618;0;4;0.0;
2328;4003619;0;0;0.0;
2329;4003620;0;2;0.0;
2330;4003621;0;4;0.0;
2331;4003622;0;1;0.0;
2332;4003623;0;2;0.0;
452;4000526;0;2;0.0;
2334;4003629;0;0;0.0;
2335;4003631;0;1;0.0;
2336;4003632;0;0;0.0;
451;4000525;0;1;0.0;
450;4000524;0;3;0.0;
2339;4003641;0;3;0.0;
2340;4003643;0;0;0.0;
2341;4003645;0;1;0.0;
2342;4003650;0;33;0.0;
2343;4003652;0;9;0.0;
2344;4003653;0;0;0.0;
449;4000523;0;1;0.0;
2320;4003611;0;0;0.0;
2319;4003610;0;6;0.0;
454;4000529;0;1;0.0;
2304;4003585;0;6;0.0;
2293;4003571;0;2;0.0;
2294;4003572;0;6;0.0;
2295;4003573;0;1;0.0;
2296;4003574;0;2;0.0;
2297;4003575;0;2;0.0;
459;4000535;0;1;0.0;
2299;4003577;0;4;0.0;
458;4000534;0;0;0.0;
2301;4003580;0;4;0.0;
2302;4003583;0;0;0.0;
2303;4003584;0;0;0.0;
2305;4003586;0;3;0.0;
2317;4003608;0;0;0.0;
2306;4003587;0;4;0.0;
2307;4003589;0;1;0.0;
457;4000533;0;1;0.0;
2309;4003600;0;1;0.0;
2310;4003601;0;0;0.0;
2311;4003602;0;2;0.0;
2312;4003603;0;8;0.0;
2313;4003604;0;14;0.0;
2314;4003605;0;7;0.0;
456;4000531;0;1;0.0;
2316;4003607;0;9;0.0;
2346;4003655;0;1;0.0;
448;4000521;0;1;0.0;
2407;4003728;0;0;0.0;
2349;4003659;0;16;0.0;
2381;4003696;0;0;0.0;
2382;4003697;0;1;0.0;
2384;4003699;0;1;0.0;
2385;4003701;0;3;0.0;
438;4000511;0;1;0.0;
2387;4003706;0;0;0.0;
2388;4003707;0;0;0.0;
437;4000510;0;0;0.0;
436;4000509;0;2;0.0;
2391;4003711;0;0;0.0;
2392;4003712;0;0;0.0;
2393;4003713;0;0;0.0;
2394;4003714;0;0;0.0;
2395;4003716;0;1;0.0;
2396;4003717;0;2;0.0;
435;4000508;0;5;0.0;
2398;4003719;0;0;0.0;
2399;4003720;0;0;0.0;
2400;4003721;0;0;0.0;
2401;4003722;0;0;0.0;
2402;4003723;0;0;0.0;
2403;4003724;0;1;0.0;
2404;4003725;0;4;0.0;
2405;4003726;0;3;0.0;
434;4000507;0;2;0.0;
2378;4003693;0;1;0.0;
2377;4003692;0;2;0.0;
439;4000512;0;0;0.0;
2361;4003676;0;0;0.0;
2350;4003660;0;2;0.0;
2351;4003661;0;6;0.0;
2352;4003662;0;0;0.0;
2353;4003665;0;0;0.0;
2354;4003666;0;1;0.0;
2355;4003668;0;0;0.0;
2356;4003669;0;0;0.0;
2357;4003670;0;2;0.0;
2358;4003671;0;2;0.0;
2359;4003673;0;1;0.0;
2360;4003675;0;0;0.0;
447;4000520;0;15;0.0;
440;4000513;0;0;0.0;
2363;4003678;0;7;0.0;
2364;4003679;0;0;0.0;
446;4000519;0;0;0.0;
2366;4003681;0;0;0.0;
445;4000518;0;5;0.0;
444;4000517;0;7;0.0;
443;4000516;0;2;0.0;
442;4000515;0;3;0.0;
2371;4003686;0;0;0.0;
441;4000514;0;3;0.0;
2373;4003688;0;1;0.0;
396;4000466;0;20;0.0;
2525;4003943;0;0;0.0;
2526;4003947;0;1;0.0;
365;4000430;0;0;0.0;
2672;4004229;0;2;0.0;
2673;4004231;0;4;0.0;
2674;4004232;0;1;0.0;
2675;4004233;0;13;0.0;
2676;4004234;0;0;0.0;
2677;4004237;0;14;0.0;
2678;4004240;0;4;0.0;
2679;4004241;0;5;0.0;
2680;4004242;0;0;0.0;
2681;4004243;0;1;0.0;
370;4000435;0;10;0.0;
2683;4004270;0;1;0.0;
2684;4004280;0;0;0.0;
369;4000434;0;9;0.0;
367;4000432;0;0;0.0;
366;4000431;0;0;0.0;
2688;4004294;0;6;0.0;
2689;4004295;0;0;0.0;
2690;4004296;0;9;0.0;
2691;4004297;0;1;0.0;
2692;4004300;0;38;0.0;
2693;4004306;0;0;0.0;
2694;4004308;0;1;0.0;
2695;4004309;0;13;0.0;
2696;4004310;0;1;0.0;
2671;4004227;0;2;0.0;
2670;4004226;0;29;0.0;
2669;4004225;0;8;0.0;
2655;4004208;0;11;0.0;
2644;4004193;0;28;0.0;
2645;4004194;0;14;0.0;
2646;4004195;0;7;0.0;
2647;4004196;0;1;0.0;
2648;4004197;0;2;0.0;
2649;4004199;0;22;0.0;
2650;4004200;0;12;0.0;
2651;4004201;0;7;0.0;
2652;4004202;0;12;0.0;
2653;4004204;0;15;0.0;
2654;4004205;0;16;0.0;
2656;4004210;0;7;0.0;
2668;4004224;0;27;0.0;
2657;4004211;0;19;0.0;
2658;4004212;0;3;0.0;
2659;4004213;0;12;0.0;
2660;4004214;0;10;0.0;
2661;4004215;0;3;0.0;
2662;4004216;0;21;0.0;
2663;4004217;0;4;0.0;
2664;4004218;0;2;0.0;
2665;4004219;0;5;0.0;
2666;4004220;0;9;0.0;
2667;4004222;0;5;0.0;
2697;4004311;0;2;0.0;
2699;4004313;0;0;0.0;
2642;4004191;0;32;0.0;
2700;4004314;0;1;0.0;
2729;4004379;0;13;0.0;
2730;4004380;0;0;0.0;
2731;4004381;0;0;0.0;
2732;4004382;0;0;0.0;
2733;4004383;0;2;0.0;
2734;4004384;0;0;0.0;
2735;4004385;0;21;0.0;
2736;4004386;0;0;0.0;
2737;4004387;0;3;0.0;
359;4000424;0;3;0.0;
2739;4004389;0;1;0.0;
2740;4004390;0;5;0.0;
2741;4004391;0;0;0.0;
2742;4004392;0;11;0.0;
2743;4004393;0;66;0.0;
358;4000423;0;3;0.0;
909;4001109;0;0;0.0;
2746;4004400;0;0;0.0;
2747;4004401;0;0;0.0;
2748;4004410;0;1;0.0;
2749;4004420;0;5;0.0;
2750;4004421;0;1;0.0;
2751;4004422;0;8;0.0;
2752;4004423;0;5;0.0;
2753;4004424;0;5;0.0;
2728;4004378;0;2;0.0;
2727;4004377;0;9;0.0;
361;4000426;0;9;0.0;
2712;4004360;0;0;0.0;
2701;4004330;0;5;0.0;
2702;4004340;0;1;0.0;
364;4000429;0;1;0.0;
2704;4004342;0;1;0.0;
2705;4004351;0;1;0.0;
2706;4004352;0;5;0.0;
2707;4004353;0;4;0.0;
2708;4004354;0;2;0.0;
2709;4004356;0;1;0.0;
2710;4004357;0;0;0.0;
2711;4004359;0;6;0.0;
2713;4004361;0;5;0.0;
2725;4004374;0;2;0.0;
2714;4004362;0;0;0.0;
363;4000428;0;0;0.0;
2716;4004364;0;0;0.0;
2717;4004365;0;0;0.0;
2718;4004366;0;1;0.0;
2719;4004367;0;1;0.0;
2720;4004368;0;0;0.0;
2721;4004369;0;6;0.0;
2722;4004370;0;2;0.0;
2723;4004371;0;8;0.0;
2724;4004372;0;3;0.0;
2643;4004192;0;57;0.0;
2641;4004190;0;15;0.0;
2527;4003949;0;0;0.0;
2583;4004079;0;1;0.0;
2557;4004051;0;4;0.0;
2558;4004052;0;0;0.0;
2559;4004053;0;2;0.0;
2560;4004054;0;0;0.0;
2561;4004055;0;0;0.0;
2562;4004056;0;0;0.0;
2563;4004057;0;0;0.0;
2564;4004058;0;1;0.0;
2565;4004059;0;0;0.0;
2566;4004060;0;2;0.0;
2567;4004062;0;2;0.0;
2568;4004063;0;2;0.0;
2569;4004064;0;2;0.0;
2570;4004065;0;1;0.0;
2571;4004066;0;1;0.0;
2572;4004067;0;0;0.0;
2573;4004068;0;0;0.0;
390;4000456;0;3;0.0;
389;4000455;0;0;0.0;
2576;4004071;0;0;0.0;
2577;4004072;0;1;0.0;
2578;4004073;0;0;0.0;
2579;4004074;0;0;0.0;
2580;4004075;0;0;0.0;
388;4000454;0;4;0.0;
2556;4004050;0;3;0.0;
2555;4004040;0;2;0.0;
2554;4004032;0;0;0.0;
2540;4003969;0;21;0.0;
395;4000464;0;5;0.0;
2529;4003953;0;2;0.0;
2531;4003955;0;0;0.0;
2532;4003958;0;2;0.0;
2533;4003959;0;4;0.0;
2534;4003960;0;0;0.0;
2535;4003962;0;3;0.0;
2536;4003963;0;2;0.0;
2537;4003964;0;9;0.0;
2538;4003966;0;1;0.0;
2539;4003967;0;2;0.0;
394;4000460;0;0;0.0;
391;4000457;0;1;0.0;
2542;4003971;0;0;0.0;
393;4000459;0;1;0.0;
2544;4003973;0;0;0.0;
2545;4003974;0;2;0.0;
2546;4003975;0;18;0.0;
2547;4003976;0;0;0.0;
2548;4003978;0;0;0.0;
2549;4003980;0;1;0.0;
392;4000458;0;9;0.0;
2551;4003993;0;0;0.0;
2552;4004000;0;0;0.0;
2582;4004078;0;0;0.0;
387;4000453;0;0;0.0;
2640;4004189;0;9;0.0;
385;4000451;0;2;0.0;
2615;4004120;0;1;0.0;
2616;4004121;0;1;0.0;
377;4000442;0;5;0.0;
2618;4004123;0;63;0.0;
376;4000441;0;1;0.0;
375;4000440;0;0;0.0;
2621;4004126;0;6;0.0;
2622;4004127;0;1;0.0;
374;4000439;0;0;0.0;
2624;4004141;0;2;0.0;
373;4000438;0;0;0.0;
372;4000437;0;0;0.0;
2627;4004155;0;6;0.0;
371;4000436;0;1;0.0;
2629;4004161;0;0;0.0;
2630;4004170;0;5;0.0;
2631;4004180;0;0;0.0;
2632;4004181;0;0;0.0;
2633;4004182;0;11;0.0;
2634;4004183;0;20;0.0;
2635;4004184;0;13;0.0;
2636;4004185;0;11;0.0;
2637;4004186;0;0;0.0;
2638;4004187;0;4;0.0;
2639;4004188;0;14;0.0;
378;4000443;0;3;0.0;
2613;4004118;0;2;0.0;
2612;4004117;0;1;0.0;
2597;4004099;0;2;0.0;
384;4000450;0;0;0.0;
2587;4004083;0;0;0.0;
2588;4004084;0;1;0.0;
2589;4004085;0;0;0.0;
2590;4004086;0;0;0.0;
383;4000449;0;5;0.0;
382;4000448;0;0;0.0;
2593;4004089;0;3;0.0;
2594;4004092;0;0;0.0;
2595;4004096;0;0;0.0;
2596;4004097;0;2;0.0;
2598;4004103;0;1;0.0;
2611;4004116;0;4;0.0;
2600;4004105;0;0;0.0;
380;4000445;0;27;0.0;
379;4000444;0;12;0.0;
2603;4004108;0;0;0.0;
2604;4004109;0;0;0.0;
2605;4004110;0;0;0.0;
2606;4004111;0;-1;-0.0;
2607;4004112;0;0;0.0;
2608;4004113;0;0;0.0;
2609;4004114;0;3;0.0;
2610;4004115;0;5;0.0;
2292;4003570;0;0;0.0;
1;4000013;0;6;0.0;
2290;4003568;0;0;0.0;
580;4000678;0;8;0.0;
1976;4002670;0;1;0.0;
1977;4002671;0;3;0.0;
1978;4002672;0;0;0.0;
588;4000687;0;13;0.0;
1980;4002674;0;1;0.0;
1981;4002675;0;1;0.0;
1982;4002676;0;3;0.0;
1983;4002677;0;5;0.0;
1984;4002678;0;2;0.0;
1985;4002679;0;1;0.0;
1986;4002680;0;3;0.0;
1987;4002681;0;4;0.0;
1988;4002682;0;1;0.0;
1989;4002683;0;3;0.0;
1990;4002684;0;4;0.0;
1991;4002685;0;0;0.0;
1992;4002686;0;1;0.0;
587;4000686;0;5;0.0;
1994;4002688;0;0;0.0;
1995;4002690;0;0;0.0;
1996;4002691;0;0;0.0;
1997;4002692;0;0;0.0;
1998;4002693;0;0;0.0;
1999;4002694;0;2;0.0;
586;4000685;0;2;0.0;
1975;4002669;0;0;0.0;
1974;4002667;0;0;0.0;
1973;4002666;0;1;0.0;
1959;4002641;0;7;0.0;
601;4000703;0;10;0.0;
596;4000695;0;1;0.0;
1950;4002632;0;1;0.0;
1951;4002633;0;0;0.0;
593;4000692;0;96;0.0;
1953;4002635;0;2;0.0;
1954;4002636;0;7;0.0;
1955;4002637;0;0;0.0;
1956;4002638;0;2;0.0;
1957;4002639;0;2;0.0;
1958;4002640;0;7;0.0;
1960;4002643;0;2;0.0;
1972;4002665;0;3;0.0;
1961;4002645;0;6;0.0;
1962;4002646;0;8;0.0;
592;4000691;0;67;0.0;
590;4000689;0;2;0.0;
1965;4002652;0;0;0.0;
589;4000688;0;18;0.0;
1967;4002660;0;0;0.0;
1968;4002661;0;2;0.0;
1969;4002662;0;3;0.0;
1970;4002663;0;1;0.0;
1971;4002664;0;0;0.0;
584;4000682;0;3;0.0;
2003;4002703;0;0;0.0;
1946;4002610;0;2;0.0;
579;4000677;0;21;0.0;
2033;4002761;0;3;0.0;
565;4000660;0;0;0.0;
564;4000659;0;1;0.0;
2036;4002770;0;4;0.0;
563;4000658;0;2;0.0;
2038;4002774;0;4;0.0;
2039;4002776;0;0;0.0;
562;4000657;0;0;0.0;
561;4000655;0;7;0.0;
2042;4002781;0;0;0.0;
2043;4002784;0;0;0.0;
2044;4002785;0;0;0.0;
2045;4002788;0;2;0.0;
560;4000654;0;0;0.0;
2047;4002801;0;1;0.0;
2048;4002802;0;0;0.0;
2049;4002806;0;1;0.0;
2050;4002808;0;0;0.0;
559;4000653;0;0;0.0;
558;4000651;0;1;0.0;
557;4000650;0;1;0.0;
556;4000649;0;1;0.0;
555;4000648;0;23;0.0;
554;4000646;0;52;0.0;
2057;4002825;0;3;0.0;
2032;4002760;0;0;0.0;
566;4000661;0;0;0.0;
567;4000662;0;0;0.0;
2016;4002733;0;0;0.0;
578;4000675;0;3;0.0;
577;4000674;0;24;0.0;
2007;4002718;0;1;0.0;
576;4000673;0;10;0.0;
575;4000671;0;9;0.0;
2010;4002724;0;0;0.0;
574;4000670;0;1;0.0;
2012;4002727;0;4;0.0;
2013;4002729;0;1;0.0;
2014;4002731;0;0;0.0;
2015;4002732;0;0;0.0;
2017;4002736;0;0;0.0;
2029;4002756;0;0;0.0;
2018;4002737;0;0;0.0;
2019;4002738;0;0;0.0;
2020;4002739;0;0;0.0;
2021;4002740;0;0;0.0;
573;4000669;0;1;0.0;
572;4000668;0;6;0.0;
571;4000667;0;1;0.0;
570;4000665;0;10;0.0;
2026;4002746;0;0;0.0;
2027;4002751;0;0;0.0;
569;4000664;0;11;0.0;
1947;4002611;0;0;0.0;
602;4000704;0;30;0.0;
552;4000644;0;41;0.0;
615;4000717;0;8;0.0;
624;4000727;0;4;0.0;
1861;4002505;0;1;0.0;
1862;4002506;0;1;0.0;
623;4000726;0;1;0.0;
1864;4002509;0;4;0.0;
