,col1,col2,col3,col4
1728,1179.,Pe dro Henrique Franco de Souza,Flamengo - RJ,Bs Soccer Publicidade E Imagens Ltda
1729,1180.,Pe dro Henrique Izaias,Red Bull Bragantino - SP,Renato Abonizio de Souza - Me (ras
1731,1181.,Pe dro Henrique Mantovan Ramos,Atlético - MG,Mgs Consultoria Eireli
1732,1182.,Pe dro Henrique Mendes Moreira,Coritiba - PR,Ruan Casemiro Stefankowski - Me
1733,1183.,Pe dro Henrique Naressi Machado,Ceará - CE,Nato & Zola Sports Agency
1735,1184.,Pe dro Henrique Nascimento Rodrigues,Figueirense Esporte,All Sports Gerenciamento E Consultoria
1736,,de Carvalho,Clube - MG,Ltda
1737,1185.,Pe dro Henrique Nunes Silva,Sport - PE,Trust Sports Consultoria Esportiva Ltda
1738,1186.,Pe dro Henrique Oliveira Romano,Figueirense Esporte,All Sports Gerenciamento E Consultoria
1740,1187.,Pe dro Henrique Peçanha de Andrade,Avaí - SC,Brazil Soccer Sports Management Ltda
1741,1188.,Pe dro Henrique Pinto Goveia,7 de Abril - RJ,Oeste Rio Eventos Ltda
1742,1189.,Pe dro Henrique Ribeiro Goncalves,Athletico Paranaense -,Rfscheidt Marketing E Esporte Eireli
1744,1190.,Pe dro Henrique Rinaldi,Cruzeiro - MG,For Player Assessoria Esportiva Ltda
1745,1191.,Pe dro Henrique Rocha de Oliveira,Fluminense - RJ,Fuse Sport Maneger Assessoria E
1747,1192.,Pe dro Henrique Rodrigues Bicalho,Palmeiras - SP,Dunkirk Esportes Ltda
1748,1193.,Pe dro Henryque Pereira dos Santos,Figueirense - SC,Specialized Business Sport Marketing
1750,1194.,Pe dro Inacio Cella,Chapecoense - SC,Tac 11 Esportes Ltda
1751,1195.,Pe dro Inacio Cella,Athletico Paranaense -,Tac 11 Esportes Ltda
1753,1196.,Pe dro Libardoni Michanoski,Guarani - SC,Jaime Michanoski
1754,1197.,Pe dro Libardoni Michanoski,America - MG,Rinaldi E Veloso Agenciamento E
1756,1198.,Pe dro Lima Barros,Palmeiras - SP,Sommar Consultoria E Gestao Esportiva
1758,1199.,Pe dro Lucas Schwaizer,Mirassol - SP,Prattes Planejamento E Gestao
1760,1200.,Pe dro Lucas Tapias Obermuller,Grêmio - RS,Otb Lab Consultoria Esportiva Ltda
1761,1201.,Pe dro Luis da Silva Ribeiro,7 de Abril - RJ,Oeste Rio Eventos Ltda
1762,1202.,Pe dro Nagel Palandi,Joinville - SC,D. Camargo Coracini Assessoria
1764,1203.,Pe dro Paulo da Silva Medeiros,Ação - MT,Mmx Sports Consultoria Esportiva Ltda
1765,1204.,Pe dro Tonon Geromel,Grêmio - RS,Mpx Assessoria Esportiva Ltda
1766,1205.,Pe dro Vitor Cruz Magalhaes,Real Sc - RS,Cityper Assessoria E Marketing
1768,1206.,Pe dro Vitor Gualberto de Assis Barreto,Pouso Alegre - MG,Sergio Dias Assessoria Esportiva Ltda.
1769,1207.,Pe dro Vitor Gualberto de Assis Barreto,Santo André - SP,Sergio Dias Assessoria Esportiva Ltda.
1770,1208.,Pe tterson Novaes Reis,Flamengo - RJ,Savio Soccer Agenciamento Esportivo
1772,1209.,Ph ilip Luis Soares da Silva,Manaus - AM,Douglas da Rocha Poroca Me
1773,1210.,Ra fael Aparecido da Silva,Mirassol - SP,Blb Sports Investimento E Marketing
1775,1211.,Ra fael Barbosa Silva,Grêmio - RS,Bruno Junqueira Cervo - Me
1776,1212.,Ra fael Chagas Machado,Náutico - PE,Tcs Consultoria E Promoções Ltda Epp
1777,1213.,Ra fael Dias Gelatti,Internacional - RS,Cm Assessoria Esportiva Ltda
1778,1214.,Ra fael Dias Gelatti,Tres Passos - RS,Cm Assessoria Esportiva Ltda
1779,1215.,Ra fael Dias Gelatti,Internacional - RS,Cm Assessoria Esportiva Ltda
1780,1216.,Ra fael Forster,Juventude - RS,Mmb Sports Participações
1781,1217.,Ra fael Lucas Cardoso dos Santos,Chapecoense - SC,De20 Representação E Assessoria
1783,1218.,Ra fael Lucas Cardoso dos Santos,Chapecoense - SC,De20 Representação E Assessoria
1785,1219.,Ra fael Luiz Santos da Costa,Red Bull Bragantino - SP,Paulo Roberto Rocha Araujo - Me
1786,1220.,Ra fael Luiz Santos da Costa,Cruzeiro - MG,UPlay Sports & Promotion
1788,1221.,Ra fael Mattos dos Santos,Caxias - RS,Souzagutemberg - Eventos E Assessoria
1790,1222.,Ra fael Pasquali Rech,Juventude - RS,Time Sports Ltda Me
1791,1223.,Ra fael Ribeiro Alves,Náutico - PE,Cavalcanti Assessoria Desportiva Eireli
1792,1224.,Ra fael Ribeiro Alves,Fluminense - RJ,Cavalcanti Assessoria Desportiva Eireli
1793,1225.,Ra fael Thyere de Albuquerque,Sport - PE,Debora Trombeta de Mattos Cesario –
1794,,Marques,,Me (movement Sports)
1795,1226.,Ra i da Silva Pessanha,Botafogo - RJ,Xinef Eventos Ltda
1796,1227.,Ra i Lopes de Oliveira,Fluminense - RJ,Xinef Eventos Ltda
1797,1228.,Ra imundo Nonato Lima Neto,Brusque - SC,Cavalcanti Assessoria Desportiva Eireli
1798,1229.,Ra lf de Souza Teles,Avaí - SC,Gp Sports Management Consultoria
1800,1230.,Ra miro João Paulo,Palmeiras - SP,Brazilsport Assessoria Desportiva Ltda
1801,1231.,Ra miro João Paulo,Palmeiras - SP,Brazilsport Assessoria Desportiva Ltda
1802,1232.,Ra mon César Cirino,Palmeiras - SP,R7 Agenciamento de Atletas Ltda
1803,1233.,Ra mon Menezes Roma,Cruzeiro - MG,Link Assessoria Esportiva E Propaganda
1805,1234.,Ra mon Peres de Miranda,Rio Branco - AC,Bruno Amorim Kling da Silveira
1806,1235.,Ra mon Ramos Lima,Flamengo - RJ,Uj Football Talent Intermediação Eirelli
1807,1236.,Ra mon Ricardo da Rocha,Cruzeiro - MG,T.s. Sports Marketing Esportivo Eireli
1808,1237.,Ra mon Rodrigo de Carvalho,Bahia - BA,Agn - Assessoria Esportiva Ltda
1809,1238.,Ra mon Soares Santos,Oeste - SP,Tycoon Sports - Assessoria E Marketing
1811,1239.,Ra mon Vinicius dos Santos,Athletico Paranaense -,Emporio Representaçao E Assessoria
1813,1240.,Ra phael Lourenco Santos,Internacional - RS,Premier Soccer Participaçoes
1815,1241.,Ra phael Pereira Araujo,FC SKA BRASIL - SP,Three Sports Group Agenciamento Ltda
1816,1242.,Ra ul Alejandro Caceres Bogado,Cruzeiro - MG,Gol Brasil Ltda
1817,1243.,Ra ul Gustavo Pereira Bicalho,Corinthians - SP,Ae Pro Sports Marketing Publicidade E
1819,1244.,Ra ul Gustavo Pereira Bicalho,Corinthians - SP,Ae Pro Sports Marketing Publicidade E
1821,1245.,Ra ul Lo Goncalves,Red Bull Bragantino - SP,Datasoccer Sports Marketing
1824,1246.,Ra ul Prata,Vitória - BA,Elenko Sports Ltda
1825,1247.,Ra vanelli Ferreira dos Santos,Athletico Paranaense -,Elenko Sports Ltda
1827,1248.,Ra vanelli Ferreira dos Santos,Chapecoense - SC,Elenko Sports Ltda
1828,1249.,Ra yan Fernando da Silva Corrêa,Botafogo - SP,E.a.s. Assessoria Esportiva Ltda
1829,1250.,Ra yan Poltronieri Pereira,Ponte Preta - SP,A&g Sports Gestao de Carreira E
1831,1251.,Ra yan Poltronieri Pereira,Ponte Preta - SP,A&g Sports Gestao de Carreira E
1833,1252.,Re dney Emanuel de Jesus Assis,Figueirense Esporte,All Sports Gerenciamento E Consultoria
1835,1253.,Re ginaldo Pereira de Oliveira Júnior,Cad - SP,Ampliatto Assessoria E Marketing
1837,1254.,Re gis Augusto Salmazzo,Cruzeiro - MG,Talents Sports Ltda
1838,1255.,Re inaldo Nascimento Satorno,Athletico Paranaense -,Alessandro Meneghetti Carpegiani
1840,1256.,Re inaldo Nascimento Satorno,Athletico Paranaense -,Alessandro Meneghetti Carpegiani
1842,1257.,Re inaldo Vieira da Silva Junior,Ferroviário - CE,Felipe Yammine Boin
1843,1258.,Re nan Bardini Bressan,Paraná - PR,Rinaldi E Veloso Agenciamento E
1845,1259.,Re nan Carlos Arantes Faria,Coimbra Sports - MG,Pro-futebol Administração Ltda
1846,1260.,Re nan Carvalho Mota,Ponte Preta - SP,Gr Martinez Assessoria E Propaganda
1848,1261.,Re nan Costa dos Santos,América - RJ,UPlay Sports & Promotion
1850,1262.,Re nan Gomes Pereira,America - MG,Agon Empreendimentos Esportivos
1852,1263.,Re nan Gomes Pereira,America - MG,Agon Empreendimentos Esportivos
1854,1264.,Re nan Pereira Muniz Oliveira,Guarani - SP,Link Assessoria Esportiva E Propaganda
1856,1265.,Re nan Rodrigues da Silva,Náutico - PE,Gr2 Gestao E Marketing Ltda
1857,1266.,Re nan Rodrigues Fonseca Viana,Athletico Paranaense -,Duts Marketing Esportivo Ltda - Me
1859,1267.,Re nato Barbosa dos Santos Junior,Água Santa - SP,Ole Sport & Intermediacoes Ltda
1860,1268.,Re nato Kayzer de Souza,Athletico Paranaense -,R W M Martins Assessoria Esportiva
1862,1269.,Re nato Santos da Cruz,Corinthians - SP,Guadagno Sports Assessoria Esportiva
1864,1270.,Re nyer Luan de Oliveira Damasceno,Santos - SP,Luis Augusto Carvalho Consultoria
1865,1271.,Re nzo Azevedo Pimentel de Moura,Sport - PE,Jpl Sports Consultoria Esportiva Ltda
1866,1272.,Re nzo Saravia,Internacional - RS,Facundo Perez Ferrero
1867,1273.,Re ydson Renan de Almeida Ribeiro,Botafogo - RJ,Mmb Sports Participações
1868,1274.,Rh aldney Norberto Simião Gomes,Náutico - PE,Cavalcanti Assessoria Desportiva Eireli
1869,1275.,Rh yan Paradela de Souza E Silva,Flamengo - RJ,Tag Sports Gestao Esportiva Ltda
1870,1276.,Ric ardo Araujo Soares,Grêmio - RS,Nilson Simplicio Assessoria Esportiva
1872,1277.,Ric ardo Bueno da Silva,Operário - PR,Think Ball E Sports Consulting Ltda
1873,1278.,Ric ardo Bueno da Silva,Operário - PR,Think Ball E Sports Consulting Ltda
1874,1279.,Ric ardo Cesar Dantas da Silva,America - MG,Hasc Sports Consultoria Esportiva Ltda
1875,1280.,Ric ardo de Oliveira,Coritiba - PR,Dream's Sport Assessoria Ltda
1876,1281.,Ric ardo Dias Acosta,Botafogo - RJ,7 Braga Sports - Agenciamentos
1878,1282.,Ric ardo Queiroz de Alencastro Graça,Vasco da Gama - RJ,Brio Pro Intermediacao Esportiva Ltda
1879,1283.,Ric ardo Ryller Ribeiro Lino Silva,Red Bull Bragantino - SP,Blb Sports Investimento E Marketing
1881,1284.,Ric ardo Santos Fonseca,Aster Brasil F. C. - SP,Stadia Sports Agenciamento E
1883,1285.,Ric hard Alexandre Birkheun Rodrigues,Internacional - RS,Jmb Esportes E Organizacao de Eventos
1885,1286.,Ric hard Candido Coelho,Athletico Paranaense -,4 Comm Marketing Career
1887,1287.,Ric hard Rios Montoya,Flamengo - RJ,Cala Servicos E Eventos Esportivos Ltda
1888,1288.,Ric k Jhonatan Lima Morais,Ceará - CE,Time Sports Ltda Me
1889,1289.,Ric kson Barbosa Sa da Conceicao,America - MG,Pmsm Publicidade E Comunicacao Ltda
1890,1290.,Rik elme Hernandes Amorim Rocha,Cuiabá - MT,Brustolini Guerra Assessoria Esportiva
1892,1291.,Ril do Goncalves de Amorim Filho,Grêmio - RS,Dunkirk Esportes Ltda
1893,1292.,Riq uelmo Alves Lima,Cruzeiro - MG,Luiz Cláudio Moreira Santiago
1894,1293.,Ro bert Miller Ribeiro,Palmeiras - SP,Fama Sports Organizacao de Eventos
1896,1294.,Ro berto Carlos Santos de Oliveira,Vocem - SP,Leonarthi Assessoria Esportiva Ltda -
1898,1295.,Ro berto Heuchayer Santos de Araujo,Chapecoense - SC,Souzagutemberg - Eventos E Assessoria
1900,1296.,Ro berto Heuchayer Santos de Araujo,Vitória - BA,Souzagutemberg - Eventos E Assessoria
1902,1297.,Ro berto Pinheiro da Rosa,Internacional - RS,Otb Lab Consultoria Esportiva Ltda
1903,1298.,Ro bson Alves Reis,Santos - SP,Renato Abonizio de Souza - Me (ras
1905,1299.,Ro bson Michael Signorini,Grêmio - RS,Gr2 Gestao E Marketing Ltda
1906,1300.,Ro bson Michael Signorini,Coritiba - PR,Gr2 Gestao E Marketing Ltda
1907,1301.,Ro dinei Marcelo de Almeida,Internacional - RS,R13 Fussball Agenciamento Esportivo
1909,1302.,Ro dolfo Jose da Silva Bardella,America - MG,Santarelli Sports Ltda - Epp
1910,1303.,Ro dolfo Jose da Silva Bardella,America - MG,Santarelli Sports Ltda - Epp
1911,1304.,Ro dolfo Pereira de Castro,Figueirense - SC,Fc Consultoria Esportiva Ltda
1912,1305.,Ro drigo Alves de Holanda Santos,Vasco da Gama - RJ,Byanka Damaso A. Barros - Me
1913,1306.,Ro drigo Coutinho Serrano Santos,Vasco da Gama - RJ,B E C Consultoria Esportiva Ltda
1914,1307.,Ro drigo de Paula Menezes,Tubarão - SC,Nws Esportes Ltda - Me
1915,1308.,Ro drigo Dourado Cunha,Internacional - RS,World Of Foot Ball Assessoria Esportiva
1917,1309.,Ro drigo Felga dos Santos Silva,Figueirense Esporte,All Sports Gerenciamento E Consultoria
1919,1310.,Ro drigo Garcia de Lima Baz de,Flamengo - RJ,Brio Pro Intermediacao Esportiva Ltda
1921,1311.,Ro drigo Gomes dos Santos,Avaí - SC,R W M Martins Assessoria Esportiva
1923,1312.,Ro drigo Guimarães Santos,Rio Branco - SP,Victory Gestao Esportiva
1924,1313.,Ro drigo Melo Silva,Sport - PE,Gl 22 Sport Management Atividades
1926,1314.,Ro drigo Muniz Carvalho,Coritiba - PR,Agon Empreendimentos Esportivos
1928,1315.,Ro drigo Oliveira Lindoso,Internacional - RS,B E C Consultoria Esportiva Ltda
1929,1316.,Ro drigo Pimpao Vianna,Csa - AL,Mmb Sports Participações
1930,1317.,Ro drigo Porto Bezerra,Vitória - BA,Brazil Soccer Sports Management Ltda
1931,1318.,Ro drigo Santos Gaia,Vasco da Gama - RJ,Fama Sports Organizacao de Eventos
1933,1319.,Ro drigo Souza de Jesus,Figueirense Esporte,All Sports Gerenciamento E Consultoria
1935,1320.,Ro drigo Vinicius da Silva Bomfim,Athletico Paranaense -,Santarelli Sports Ltda - Epp
1937,1321.,Ro ger Machado Marques,Fluminense - RJ,Lf Soccer Representações Ltda - Me
1938,1322.,Ro gerio Zuim,Palmeiras - SP,Fgf Sports Eireli
1939,1323.,Ro kenedy dos Santos,Athletico Paranaense -,Cmk Assessoria Esportiva Ltda - Me
1941,1324.,Ro mario Marques Rodrigues,São José - RS,Efraim Bittencourte Mendonça - Me
1942,1325.,Ro mulo Otero Vasquez,Corinthians - SP,Link Assessoria Esportiva E Propaganda
1944,1326.,Ro nald dos Santos Lopes,Fortaleza - CE,Ivan Rocha Limas
1945,1327.,Ro nald Sant Anna Rodrigues,Botafogo - RJ,Gomes & Gomes Gestao Pessoal Ltda -
1947,1328.,Ro naldo Santos Ramos Filho,America - MG,Gp Sports Management Consultoria
1949,1329.,Ro ni Medeiros de Moura,Corinthians - SP,Premier Soccer Participaçoes
1951,1330.,Ro nivan Bispo dos Santos,Santa Cruz - SE,Pessoa’s Sports Gerenciamento E
1953,1331.,Ro que Santos de Jesus Junior,Red Bull Bragantino - SP,Wilson Kraychete Junior
1954,1332.,Ro sembergne da Silva,ABC - RN,Juliano de Carvalho Davila
1955,1333.,Ru an Americo da Silva,São Caetano - SP,M9 Sports Gestão Em Futebol Ltda
1956,1334.,Ru an de Oliveira Ferreira,Corinthians - SP,Kuniy & W Sports Marketing Ltda
1957,1335.,Ru an de Oliveira Ferreira,Corinthians - SP,Kuniy & W Sports Marketing Ltda
1958,1336.,Ru an Peron Bado,Grêmio - RS,Nws Esportes Ltda - Me
1959,1337.,Ru an Ribeiro Rodrigues,Palmeiras - SP,Showball Assessoria Esportiva Ltda
1960,1338.,Ru bens Antonio Dias,Atlético - MG,Pro-futebol Administração Ltda
1961,1339.,Ru y Franco de Almeida Junior,Náutico - PE,Gr2 Gestao E Marketing Ltda
1962,1340.,Sa lomon Armand Magloire Kalou,Botafogo - RJ,Marcos Faria Leite
1963,1341.,Sa muel Alves Barroso,America - MG,Pw Sport Consultoria Marketing
1965,1342.,Sa muel Barbosa Costa,Flamengo - RJ,Elite Sports Ltda
1966,1343.,Sa muel Conceição Toscas,Atlético - MG,Dg Assessoria Soccer Esportiva Ltda -
1968,1344.,Sa muel Deuner,Juventude - RS,Go Sports Business Assessoria
1970,1345.,Sa muel Meguias de Almeida Conrado,Figueirense Esporte,All Sports Gerenciamento E Consultoria
1972,1346.,Sa muel Naum Andrade Leão,Xv de Piracicaba - SP,Sh Sports Ltda
1973,1347.,Sa muel Quiquita de Oliveira da Rocha,Aster Brasil F. C. - SP,Rocha & Neves Negocios Desportivos
1975,1348.,Sa muel Salustiano de Jesus Silva,Fluminense - RJ,Bs Soccer Publicidade E Imagens Ltda
1976,1349.,Sa muel Salustiano de Jesus Silva,Fluminense - RJ,Bs Soccer Publicidade E Imagens Ltda
1977,1350.,Sa muel Spineli Silva Filho,Figueirense Esporte,All Sports Gerenciamento E Consultoria
1979,1351.,Sa muel Vanderlei da Silva,Vitória - BA,Antoniu S Assessoria Esportiva Ltda
1980,1352.,Sa muel Xavier Brito,Fluminense - RJ,Mab Intermediacoes E Participacoes
1982,1353.,Sa ulo Rodrigues da Silva,Ceará - CE,Three Sports Group Agenciamento Ltda
1983,1354.,Sa vio Moreira de Oliveira,Atlético - MG,Pmsm Publicidade E Comunicacao Ltda
1984,1355.,Sa vio Moreira de Oliveira,Atlético - MG,Pmsm Publicidade E Comunicacao Ltda
1985,1356.,Sa vio Moreira de Oliveira,Atlético - MG,Pmsm Publicidade E Comunicacao Ltda
1986,1357.,Sa ymon de Barros Cabral,Avaí - SC,UPlay Sports & Promotion
1988,1358.,Se bastian Enrique Salazar Beltran,Goiás - GO,E R dos Santos Teixeira Servicos – Me
1990,1359.,Se verino do Ramo Clementino da Silva,Bahia - BA,Madeira Sports Assessoria Esportiva
1992,1360.,Sh aylon Kallyson Cardozo,Goiás - GO,Talents Sports Ltda
1993,1361.,Sil vio Jose Cardoso Reis Junior,Csa - AL,Elenko Sports Ltda
1994,1362.,Ste nio Lima Silva,Novorizontino - SP,Ng Soccer Agencia de Atletas E Eventos
1996,1363.,Ta ssio Pereira Ferreira,Vitória - BA,L.p. Participacoes E Empreendimentos
1998,1364.,Ta vison Rodrigues Araujo,Água Santa - SP,Bola Cinco Esportes Ltda
1999,1365.,Ta yla Carolina Pereira dos Santos,Santos - SP,R W M Martins Assessoria Esportiva
2001,1366.,Ta ylor Yago Silva Araujo,Anápolis - GO,Ailton Lourenço de Sousa
2002,1367.,Ta ylor Yago Silva Araujo,ABD Futebol Clube - GO,Ailton Lourenço de Sousa
2003,1368.,Th aciano Mickael da Silva,Grêmio - RS,R W M Martins Assessoria Esportiva
2005,1369.,Th ailor Wesley dos Santos Prates,São Caetano - SP,M9 Sports Gestão Em Futebol Ltda
2006,1370.,Th ais Duarte Guedes,Santos - SP,R W M Martins Assessoria Esportiva
2008,1371.,Th ales Fernandes Jardim,Figueirense Esporte,All Sports Gerenciamento E Consultoria
2010,1372.,Th ales Machado da Silva,Bahia - BA,Jmidfield Intermediacao de Negocios E
2012,1373.,Th alis Lucas de Souza Pinto,Internacional - RS,Prattes Planejamento E Gestao
2014,1374.,Th alis Lucas de Souza Pinto,Sport - PE,Prattes Planejamento E Gestao
2016,1375.,Th alys Victor Martins Sena,America - MG,Link Assessoria Esportiva E Propaganda
2018,1376.,Th alyson do Nascimento Coimbra,Grêmio - RS,Office Gool Sports Assessoria E
2020,1377.,Th ayllon Lopes Medeiros,Grêmio - RS,World Of Foot Ball Assessoria Esportiva
2022,1378.,Th eylor Henrique da Silva Gularte,Juventude - RS,Tiago Silva dos Santos & Cia Ltda
2023,1379.,Th iago Couto Lima,FC SKA BRASIL - SP,Flash Forward Representacao E
2025,1380.,Th iago dos Santos,Joinville - SC,Zardo Assessoria Esportiva Ltda
2026,1381.,Th iago Eduardo de Andrade,Bahia - BA,Mpa Sports And Marketing Ltda - Me
2027,1382.,Th iago Fernandes Rodrigues,Náutico - PE,Albuquerque Soccer Atividades
2029,1383.,Th iago Galhardo do Nascimento Rocha,Internacional - RS,Forza Carreira Esportiva Ltda Me
2030,1384.,Th iago Galhardo do Nascimento Rocha,Internacional - RS,Forza Carreira Esportiva Ltda Me
2031,1385.,Th iago Henrique Gonçalves Silva,Fluminense - RJ,Xinef Eventos Ltda
2032,1386.,Th iago Maia Alencar,Flamengo - RJ,Datasoccer Sports Marketing
2035,1387.,Th iago Neves Augusto,Sport - PE,Fatto Gestao de Carreiras Ltda
2036,1388.,Th iago Neves Augusto,Sport - PE,Fatto Gestao de Carreiras Ltda
2037,1389.,Th iago Oliveira de Jesus Alves dos,Palmeiras - SP,Agon Empreendimentos Esportivos
2038,,Santos,,Ltda
2039,1390.,Th iago Ribeiro Cardoso,Chapecoense - SC,M J F Publicidade E Promocoes Ltda
2040,1391.,Th iago Ribeiro Cardoso,Chapecoense - SC,M J F Publicidade E Promocoes Ltda
2041,1392.,Th iago Rodrigues da Costa,São Caetano - SP,Pjif Solutions Ltda
2042,1393.,Th iago Rosa da Conceicao,Grêmio - RS,Otb Lab Consultoria Esportiva Ltda
2043,1394.,Th iago Tomais Santos Costa,Figueirense - SC,Dream's Sport Assessoria Ltda
2044,1395.,Th omas Agustin Fretes,Corinthians - SP,Freire Intermediações Ltda.
2045,1396.,Th omas Luciano Trindade Lopes,Grêmio - RS,World Of Foot Ball Assessoria Esportiva
2046,,Mathias,,Ltda
2047,1397.,Tia go Abreu Silva,Xv de Piracicaba - SP,Sh Sports Ltda
2048,1398.,Tia go Barbosa Figueiredo,Internacional - RS,Premier Soccer Participaçoes
2050,1399.,Tia go Coser,Chapecoense - SC,Tac 11 Esportes Ltda
2051,1400.,Tia go Pereira da Silva,Ponte Preta - SP,LL Sports Consultoria E Agenciamento
2053,1401.,Ue ndel Pereira Goncalves,Internacional - RS,Elenko Sports Ltda
2054,1402.,Ue sley Moura Heinemann,Figueirense - SC,Nws Esportes Ltda - Me
2055,1403.,Ul isses Wilson Jeronymo Rocha,Vasco da Gama - RJ,B E C Consultoria Esportiva Ltda
2056,1404.,Um berto Lourenco Louzer Filho,Chapecoense - SC,Eleven Assessoria E Gestão Esportiva
2058,1405.,Um berto Lourenco Louzer Filho,Chapecoense - SC,Eleven Assessoria E Gestão Esportiva
2060,1406.,Va nderlan Barbosa da Silva,Palmeiras - SP,Wilson Kraychete Junior
2061,1407.,Va nderson de Oliveira Campos,Grêmio - RS,Sh Sports Ltda
2062,1408.,Va nderson de Oliveira Campos,Grêmio - RS,Sh Sports Ltda
2063,1409.,Va gner Carmo Mancini,Atlético - GO,Fms Gestao Esportiva Ltda
2064,1410.,Vic tor Alexandre de Souza,Grêmio - RS,Forza Carreira Esportiva Ltda Me
2065,1411.,Vic tor Alexandre de Souza,Grêmio - RS,Forza Carreira Esportiva Ltda Me
2066,1412.,Vic tor Alves de Macedo,America - MG,Fama Sports Organizacao de Eventos
2068,1413.,Vic tor Eduardo Farias Marques,Vitória - BA,Promisses Sport E Marketing Eireli
2069,1414.,Vic tor Gabriel da Conceição Ribeiro,Sport - PE,A. P. Goveia Filho
2070,1415.,Vic tor Gabriel Henrique Volpe,Bangu - RJ,Enjoy Sports Assessoria E Marketing
2072,1416.,Vic tor Gabriel Moura de Oliveira,Corinthians - SP,Unick Football Consultoria E Marketing
2074,1417.,Vic tor Gomes Lemos,Botafogo - SP,Gandola Sports Intermediacoes E
2076,1418.,Vic tor Henrique Cardoso Santos,Palmeiras - SP,Ardizzoni Consultoria Eireli - Me
2077,1419.,Vic tor Hugo Abreu da Silva,Vasco da Gama - RJ,Gold Player Sports Assessoria E
2079,1420.,Vic tor Hugo da Silva Costa,Atlético - MG,Pmsm Publicidade E Comunicacao Ltda
2080,1421.,Vic tor Hugo Gomes Silva,Flamengo - RJ,The Agency Brasil Ltda
2081,1422.,Vic tor Hugo Rodrigues Bento,Juventus - SP,Arantes Assessoria Desportiva Ltda
2082,1423.,Vic tor Hugo Santana Carvalho,Palmeiras - SP,Fgf Sports Eireli
2083,1424.,Vic tor Hugo Santana Carvalho,Red Bull Bragantino - SP,Link Assessoria Esportiva E Propaganda
2085,1425.,Vic tor Hugo Santana Carvalho,Red Bull Bragantino - SP,Link Assessoria Esportiva E Propaganda
2087,1426.,Vic tor Hugo Santana Carvalho,Red Bull Bragantino - SP,Link Assessoria Esportiva E Propaganda
2089,1427.,Vic tor Hugo Soares dos Santos,Botafogo - RJ,Pmsm Publicidade E Comunicacao Ltda
2090,1428.,Vic tor Leandro Bagy,Atlético - MG,Fms Gestao Esportiva Ltda
2091,1429.,Vic tor Luis Chuab Zamblauskas,Botafogo - RJ,Datasoccer Sports Marketing
2094,1430.,Vic tor Lustosa Rodrigues Silva,Grêmio - RS,Magnitude Brazil Esportes Ltda
2095,1431.,Vic tor Michell Mendonça Costa,Atlético - MG,Thiago Mendonca de Paiva
2096,1432.,Vic tor Pires dos Santos,Red Bull Bragantino - SP,Nilson Simplicio Assessoria Esportiva
2098,1433.,Vic tor Santos de Almeida,Campo Grande - CE,Soraia Batista Almeida Braide
2099,1434.,Vic tor Wesley dos Santos da Silva,Atlético - GO,Hw Sports Management Eireli
2100,1435.,Vin icius Alessandro Mingotti,Athletico Paranaense -,Ng Gerenciamento Consultoria E
2102,1436.,Vin icius Alessandro Mingotti,Athletico Paranaense -,Ng Gerenciamento Consultoria E
2104,1437.,Vin icius Alessandro Mingotti,Athletico Paranaense -,Ng Gerenciamento Consultoria E
2106,1438.,Vin icius Augusto Guimaraes Garcia,Grêmio - RS,Adriano Sports Assessoria Esportiva
2108,1439.,Vin icius de Oliveira E Silva,Cruzeiro - RS,Prattes Planejamento E Gestao
2110,1440.,Vin icius de Souza Garcia,Avaí - SC,Otg Deportes Agenciamento de
2113,1441.,Vin icius dos Santos de Oliveira Paiva,Vasco da Gama - RJ,B E C Consultoria Esportiva Ltda
2114,1442.,Vin icíus Eduardo Mendes Fernandes,Itapirense - SP,Frc Empreendimentos Esportivos Ltda
2115,1443.,Vin icius Farias Locatelli,,Chapecoense - SC
2116,1444.,Vin icius Gabriel Vianna da Silva,,Vasco da Gama - RJ
2117,1445.,Vin icius Garcia Delamore,,Retrô - PE
2119,1446.,Vin icius Goes Barbosa de Souza,,Ceará - CE
2121,1447.,Vin icius Guedes,,Chapecoense - SC
2122,1448.,Vin icius Leonardo da Silva,,Ponte Preta - SP
2124,1449.,Vin icius Milani Bueno,,Real Brasília - DF
2125,1450.,Vin icius Moreira de Lima,,Ceará - CE
2126,1451.,Vin icius Nogueira de Oliveira,,Atlético - MG
2127,1452.,Vin icius Oliveira de Matos,,Ferroviária - SP
2128,1453.,Vin icius Rayan Pereira dos Santos,,Ceará - CE
2129,1454.,Vin icius Requia Machado,,Grêmio - RS
2130,1455.,Vin icius Santana da Silva,,Goiás - GO
2132,1456.,Vin icius Silva Soares,,América - RN
2133,1457.,Vin icius Silveira de Mello,,Internacional - RS
2134,1458.,Vin icius Vicente do Amaral,,Athletico Paranaense -
2136,1459.,Vin icius Wilker Silva Balbino,,Contagem - MG
2137,1460.,Vit or Alberto Alves Ribeiro,,America - MG
2138,1461.,Vit or Benedito Leque da Silva,,Cruzeiro - MG
2139,1462.,Vit or Costa de Brito,,Csa - AL
2141,1463.,Vit or Gustavo da Silva Becker,,Chapecoense - SC
2143,1464.,Vit or Hugo Batista Araujo de,,Internacional - RS
2145,1465.,Vit or Hugo Ferreira Oliveira,,Palmeiras - SP
2146,1466.,Vit or Matheus Cardoso Braga,,Internacional - RS
2148,1467.,Vit or Mendes Alves,,Juventude - RS
